Type,Site,Date,Compound,Conc,Volume
TP,2,9/17/2015,Fludioxonil,,
TP,2,9/17/2015,Endosulfan sulfate,,
TP,2,9/17/2015,Ethalfluralin,,
TP,2,9/17/2015,Pendimethalin,,
TP,2,9/17/2015,Benfluralin,,
TP,2,9/17/2015,Diazinon,,
TP,2,9/17/2015,Malathion,,
TP,2,9/17/2015,Oxadiazon,,
TP,2,9/17/2015,Piperonyl butoxide,,
TP,2,9/17/2015,Propyzamide,,
TP,2,9/17/2015,THPI (Tetrahydrophthalimide),,
TP,2,10/8/2015,Metolachlor,,
TP,2,10/8/2015,Tebuconazole,,
TP,2,10/8/2015,2-Phenylphenol,,
TP,2,10/8/2015,Flutolanil,,
TP,2,10/8/2015,Biphenyl,,
TP,2,10/8/2015,Atrazine,,
TP,2,10/8/2015,Metalaxyl,,
TP,2,10/8/2015,Acetochlor,,
TP,2,10/8/2015,Alachlor,,
TP,2,10/8/2015,Anthraquione,,
TP,2,10/8/2015,Endosulfan Lactone,,
TP,2,10/8/2015,DEA,,
TP,2,10/8/2015,Endosulfan ether,,
TP,2,10/8/2015,Cyprodinil,,
TP,2,10/8/2015,Triadimefon,,
TP,2,10/8/2015,Chlorothalonil,,
TP,2,10/8/2015,Diphenylamine,,
TP,2,10/8/2015,Fipronil,,
TP,2,10/8/2015,Myclobutanil,,
TP,2,10/8/2015,Oxyfluorfen,,
TP,2,10/8/2015,Bifenthrin,,
TP,2,10/8/2015,Fludioxonil,,
TP,2,10/8/2015,Endosulfan sulfate,,
TP,2,10/8/2015,Ethalfluralin,,
TP,2,10/8/2015,Pendimethalin,,
TP,2,10/8/2015,Benfluralin,,
TP,2,10/8/2015,Diazinon,,
TP,2,10/8/2015,Malathion,,
TP,2,10/8/2015,Oxadiazon,,
TP,2,10/8/2015,Piperonyl butoxide,,
TP,2,10/8/2015,Propyzamide,,
TP,2,10/8/2015,THPI (Tetrahydrophthalimide),,
TP,2,11/8/2015,Metolachlor,,
TP,2,11/8/2015,Tebuconazole,,
TP,2,11/8/2015,2-Phenylphenol,,
TP,2,11/8/2015,Flutolanil,,
TP,2,11/8/2015,Biphenyl,,
TP,2,11/8/2015,Atrazine,,
TP,2,11/8/2015,Metalaxyl,,
TP,2,11/8/2015,Acetochlor,,
TP,2,11/8/2015,Alachlor,,
TP,2,11/8/2015,Anthraquione,,
TP,2,11/8/2015,Endosulfan Lactone,,
TP,2,11/8/2015,DEA,,
TP,2,11/8/2015,Endosulfan ether,,
TP,2,11/8/2015,Cyprodinil,,
TP,2,11/8/2015,Triadimefon,,
TP,2,11/8/2015,Chlorothalonil,,
TP,2,11/8/2015,Diphenylamine,,
TP,2,11/8/2015,Fipronil,,
TP,2,11/8/2015,Myclobutanil,,
TP,2,11/8/2015,Oxyfluorfen,,
TP,2,11/8/2015,Bifenthrin,,
TP,2,11/8/2015,Fludioxonil,,
TP,2,11/8/2015,Endosulfan sulfate,,
TP,2,11/8/2015,Ethalfluralin,,
TP,2,11/8/2015,Pendimethalin,,
TP,2,11/8/2015,Benfluralin,,
TP,2,11/8/2015,Diazinon,,
TP,2,11/8/2015,Malathion,,
TP,2,11/8/2015,Oxadiazon,,
TP,2,11/8/2015,Piperonyl butoxide,,
TP,2,11/8/2015,Propyzamide,,
TP,2,11/8/2015,THPI (Tetrahydrophthalimide),,
TP,2,12/17/2015,Metolachlor,,
TP,2,12/17/2015,Tebuconazole,,
TP,2,12/17/2015,2-Phenylphenol,,
TP,2,12/17/2015,Flutolanil,,
TP,2,12/17/2015,Biphenyl,,
TP,2,12/17/2015,Atrazine,,
TP,2,12/17/2015,Metalaxyl,,
TP,2,12/17/2015,Acetochlor,,
TP,2,12/17/2015,Alachlor,,
TP,2,12/17/2015,Anthraquione,,
TP,2,12/17/2015,Endosulfan Lactone,,
TP,2,12/17/2015,DEA,,
TP,2,12/17/2015,Endosulfan ether,,
TP,2,12/17/2015,Cyprodinil,,
TP,2,12/17/2015,Triadimefon,,
TP,2,12/17/2015,Chlorothalonil,,
TP,2,12/17/2015,Diphenylamine,,
TP,2,12/17/2015,Fipronil,,
TP,2,12/17/2015,Myclobutanil,,
TP,2,12/17/2015,Oxyfluorfen,,
TP,2,12/17/2015,Bifenthrin,,
TP,2,12/17/2015,Fludioxonil,,
TP,2,12/17/2015,Endosulfan sulfate,,
TP,2,12/17/2015,Ethalfluralin,,
TP,2,12/17/2015,Pendimethalin,,
TP,2,12/17/2015,Benfluralin,,
TP,2,12/17/2015,Diazinon,,
TP,2,12/17/2015,Malathion,,
TP,2,12/17/2015,Oxadiazon,,
TP,2,12/17/2015,Piperonyl butoxide,,
TP,2,12/17/2015,Propyzamide,,
TP,2,12/17/2015,THPI (Tetrahydrophthalimide),,
TP,2,1/17/2016,Metolachlor,,
TP,2,1/17/2016,Tebuconazole,,
TP,2,1/17/2016,2-Phenylphenol,0.16,
TP,2,1/17/2016,Flutolanil,,
TP,2,1/17/2016,Biphenyl,,
TP,2,1/17/2016,Atrazine,,
TP,2,1/17/2016,Metalaxyl,,
TP,2,1/17/2016,Acetochlor,,
TP,2,1/17/2016,Alachlor,,
TP,2,1/17/2016,Anthraquione,,
TP,2,1/17/2016,Endosulfan Lactone,,
TP,2,1/17/2016,DEA,,
TP,2,1/17/2016,Endosulfan ether,,
TP,2,1/17/2016,Cyprodinil,,
TP,2,1/17/2016,Triadimefon,,
TP,2,1/17/2016,Chlorothalonil,,
TP,2,1/17/2016,Diphenylamine,,
TP,2,1/17/2016,Fipronil,,
TP,2,1/17/2016,Myclobutanil,,
TP,2,1/17/2016,Oxyfluorfen,,
TP,2,1/17/2016,Bifenthrin,,
TP,2,1/17/2016,Fludioxonil,,
TP,2,1/17/2016,Endosulfan sulfate,,
TP,2,1/17/2016,Ethalfluralin,,
TP,2,1/17/2016,Pendimethalin,,
TP,2,1/17/2016,Benfluralin,,
TP,2,1/17/2016,Diazinon,,
TP,2,1/17/2016,Malathion,,
TP,2,1/17/2016,Oxadiazon,,
TP,2,1/17/2016,Piperonyl butoxide,,
TP,2,1/17/2016,Propyzamide,,
TP,2,1/17/2016,THPI (Tetrahydrophthalimide),,
TP,3,2/1/2015,Metolachlor,0.43,
TP,3,2/1/2015,Tebuconazole,0.3,
TP,3,2/1/2015,2-Phenylphenol,,
TP,3,2/1/2015,Flutolanil,,
TP,3,2/1/2015,Biphenyl,,
TP,3,2/1/2015,Atrazine,,
TP,3,2/1/2015,Metalaxyl,,
TP,3,2/1/2015,Acetochlor,,
TP,3,2/1/2015,Alachlor,,
TP,3,2/1/2015,Anthraquione,,
TP,3,2/1/2015,Endosulfan Lactone,,
TP,3,2/1/2015,DEA,,
TP,3,2/1/2015,Endosulfan ether,0.02,
TP,3,2/1/2015,Cyprodinil,,
TP,3,2/1/2015,Triadimefon,0.2,
TP,3,2/1/2015,Chlorothalonil,0.31,
TP,3,2/1/2015,Diphenylamine,,
TP,3,2/1/2015,Fipronil,,
TP,3,2/1/2015,Myclobutanil,,
TP,3,2/1/2015,Oxyfluorfen,0.24,
TP,3,2/1/2015,Bifenthrin,,
TP,3,2/1/2015,Fludioxonil,,
TP,3,2/1/2015,Endosulfan sulfate,0.19,
TP,3,2/1/2015,Ethalfluralin,,
TP,3,2/1/2015,Pendimethalin,,
TP,3,2/1/2015,Benfluralin,,
TP,3,2/1/2015,Diazinon,,
TP,3,2/1/2015,Malathion,,
TP,3,2/1/2015,Oxadiazon,,
TP,3,2/1/2015,Piperonyl butoxide,,
TP,3,2/1/2015,Propyzamide,,
TP,3,2/1/2015,THPI (Tetrahydrophthalimide),,
TP,3,3/15/2015,Metolachlor,0.44,
TP,3,3/15/2015,Tebuconazole,0.26,
TP,3,3/15/2015,2-Phenylphenol,,
TP,3,3/15/2015,Flutolanil,,
TP,3,3/15/2015,Biphenyl,,
TP,3,3/15/2015,Atrazine,,
TP,3,3/15/2015,Metalaxyl,0.19,
TP,3,3/15/2015,Acetochlor,,
TP,3,3/15/2015,Alachlor,,
TP,3,3/15/2015,Anthraquione,,
TP,3,3/15/2015,Endosulfan Lactone,0.3,
TP,3,3/15/2015,DEA,,
TP,3,3/15/2015,Endosulfan ether,0.02,
TP,3,3/15/2015,Cyprodinil,,
TP,3,3/15/2015,Triadimefon,,
TP,3,3/15/2015,Chlorothalonil,,
TP,3,3/15/2015,Diphenylamine,,
TP,3,3/15/2015,Fipronil,,
TP,3,3/15/2015,Myclobutanil,0.2,
TP,3,3/15/2015,Oxyfluorfen,,
TP,3,3/15/2015,Bifenthrin,,
TP,3,3/15/2015,Fludioxonil,,
TP,3,3/15/2015,Endosulfan sulfate,0.14,
TP,3,3/15/2015,Ethalfluralin,,
TP,3,3/15/2015,Pendimethalin,,
TP,3,3/15/2015,Benfluralin,,
TP,3,3/15/2015,Diazinon,,
TP,3,3/15/2015,Malathion,,
TP,3,3/15/2015,Oxadiazon,,
TP,3,3/15/2015,Piperonyl butoxide,,
TP,3,3/15/2015,Propyzamide,,
TP,3,3/15/2015,THPI (Tetrahydrophthalimide),,
TP,3,4/12/2015,Metolachlor,,
TP,3,4/12/2015,Tebuconazole,0.36,
TP,3,4/12/2015,2-Phenylphenol,,
TP,3,4/12/2015,Flutolanil,,
TP,3,4/12/2015,Biphenyl,,
TP,3,4/12/2015,Atrazine,,
TP,3,4/12/2015,Metalaxyl,1.04,
TP,3,4/12/2015,Acetochlor,,
TP,3,4/12/2015,Alachlor,0.42,
TP,3,4/12/2015,Anthraquione,,
TP,3,4/12/2015,Endosulfan Lactone,0.83,
TP,3,4/12/2015,DEA,,
TP,3,4/12/2015,Endosulfan ether,0.14,
TP,3,4/12/2015,Cyprodinil,,
TP,3,4/12/2015,Triadimefon,,
TP,3,4/12/2015,Chlorothalonil,,
TP,3,4/12/2015,Diphenylamine,,
TP,3,4/12/2015,Fipronil,,
TP,3,4/12/2015,Myclobutanil,,
TP,3,4/12/2015,Oxyfluorfen,,
TP,3,4/12/2015,Bifenthrin,,
TP,3,4/12/2015,Fludioxonil,,
TP,3,4/12/2015,Endosulfan sulfate,,
TP,3,4/12/2015,Ethalfluralin,,
TP,3,4/12/2015,Pendimethalin,,
TP,3,4/12/2015,Benfluralin,,
TP,3,4/12/2015,Diazinon,,
TP,3,4/12/2015,Malathion,,
TP,3,4/12/2015,Oxadiazon,,
TP,3,4/12/2015,Piperonyl butoxide,,
TP,3,4/12/2015,Propyzamide,,
TP,3,4/12/2015,THPI (Tetrahydrophthalimide),,
TP,3,5/22/2015,Metolachlor,0.58,
TP,3,5/22/2015,Tebuconazole,0.25,
TP,3,5/22/2015,2-Phenylphenol,,
TP,3,5/22/2015,Flutolanil,,
TP,3,5/22/2015,Biphenyl,,
TP,3,5/22/2015,Atrazine,1.65,
TP,3,5/22/2015,Metalaxyl,,
TP,3,5/22/2015,Acetochlor,,
TP,3,5/22/2015,Alachlor,,
TP,3,5/22/2015,Anthraquione,,
TP,3,5/22/2015,Endosulfan Lactone,,
TP,3,5/22/2015,DEA,1.25,
TP,3,5/22/2015,Endosulfan ether,,
TP,3,5/22/2015,Cyprodinil,,
TP,3,5/22/2015,Triadimefon,,
TP,3,5/22/2015,Chlorothalonil,,
TP,3,5/22/2015,Diphenylamine,,
TP,3,5/22/2015,Fipronil,,
TP,3,5/22/2015,Myclobutanil,,
TP,3,5/22/2015,Oxyfluorfen,,
TP,3,5/22/2015,Bifenthrin,,
TP,3,5/22/2015,Fludioxonil,,
TP,3,5/22/2015,Endosulfan sulfate,,
TP,3,5/22/2015,Ethalfluralin,,
TP,3,5/22/2015,Pendimethalin,,
TP,3,5/22/2015,Benfluralin,,
TP,3,5/22/2015,Diazinon,,
TP,3,5/22/2015,Malathion,,
TP,3,5/22/2015,Oxadiazon,,
TP,3,5/22/2015,Piperonyl butoxide,,
TP,3,5/22/2015,Propyzamide,,
TP,3,5/22/2015,THPI (Tetrahydrophthalimide),,
TP,3,6/23/2015,Metolachlor,0.94,
TP,3,6/23/2015,Tebuconazole,0.31,
TP,3,6/23/2015,2-Phenylphenol,,
TP,3,6/23/2015,Flutolanil,,
TP,3,6/23/2015,Biphenyl,,
TP,3,6/23/2015,Atrazine,,
TP,3,6/23/2015,Metalaxyl,0.25,
TP,3,6/23/2015,Acetochlor,,
TP,3,6/23/2015,Alachlor,0.08,
TP,3,6/23/2015,Anthraquione,0.26,
TP,3,6/23/2015,Endosulfan Lactone,0.31,
TP,3,6/23/2015,DEA,,
TP,3,6/23/2015,Endosulfan ether,0.02,
TP,3,6/23/2015,Cyprodinil,0.32,
TP,3,6/23/2015,Triadimefon,,
TP,3,6/23/2015,Chlorothalonil,,
TP,3,6/23/2015,Diphenylamine,,
TP,3,6/23/2015,Fipronil,,
TP,3,6/23/2015,Myclobutanil,0.23,
TP,3,6/23/2015,Oxyfluorfen,,
TP,3,6/23/2015,Bifenthrin,,
TP,3,6/23/2015,Fludioxonil,,
TP,3,6/23/2015,Endosulfan sulfate,,
TP,3,6/23/2015,Ethalfluralin,,
TP,3,6/23/2015,Pendimethalin,,
TP,3,6/23/2015,Benfluralin,,
TP,3,6/23/2015,Diazinon,,
TP,3,6/23/2015,Malathion,,
TP,3,6/23/2015,Oxadiazon,,
TP,3,6/23/2015,Piperonyl butoxide,,
TP,3,6/23/2015,Propyzamide,,
TP,3,6/23/2015,THPI (Tetrahydrophthalimide),,
TP,3,7/17/2015,Metolachlor,0.99,
TP,3,7/17/2015,Tebuconazole,0.25,
TP,3,7/17/2015,2-Phenylphenol,,
TP,3,7/17/2015,Flutolanil,0.19,
TP,3,7/17/2015,Biphenyl,,
TP,3,7/17/2015,Atrazine,,
TP,3,7/17/2015,Metalaxyl,0.21,
TP,3,7/17/2015,Acetochlor,,
TP,3,7/17/2015,Alachlor,0.12,
TP,3,7/17/2015,Anthraquione,,
TP,3,7/17/2015,Endosulfan Lactone,0.28,
TP,3,7/17/2015,DEA,,
TP,3,7/17/2015,Endosulfan ether,0.02,
TP,3,7/17/2015,Cyprodinil,,
TP,3,7/17/2015,Triadimefon,,
TP,3,7/17/2015,Chlorothalonil,,
TP,3,7/17/2015,Diphenylamine,,
TP,3,7/17/2015,Fipronil,,
TP,3,7/17/2015,Myclobutanil,,
TP,3,7/17/2015,Oxyfluorfen,,
TP,3,7/17/2015,Bifenthrin,,
TP,3,7/17/2015,Fludioxonil,,
TP,3,7/17/2015,Endosulfan sulfate,,
TP,3,7/17/2015,Ethalfluralin,,
TP,3,7/17/2015,Pendimethalin,,
TP,3,7/17/2015,Benfluralin,,
TP,3,7/17/2015,Diazinon,,
TP,3,7/17/2015,Malathion,,
TP,3,7/17/2015,Oxadiazon,,
TP,3,7/17/2015,Piperonyl butoxide,,
TP,3,7/17/2015,Propyzamide,,
TP,3,7/17/2015,THPI (Tetrahydrophthalimide),,
TP,3,8/13/2015,Metolachlor,0.22,
TP,3,8/13/2015,Tebuconazole,0.32,
TP,3,8/13/2015,2-Phenylphenol,,
TP,3,8/13/2015,Flutolanil,,
TP,3,8/13/2015,Biphenyl,,
TP,3,8/13/2015,Atrazine,,
TP,3,8/13/2015,Metalaxyl,,
TP,3,8/13/2015,Acetochlor,,
TP,3,8/13/2015,Alachlor,1.4,
TP,3,8/13/2015,Anthraquione,,
TP,3,8/13/2015,Endosulfan Lactone,0.26,
TP,3,8/13/2015,DEA,,
TP,3,8/13/2015,Endosulfan ether,0.03,
TP,3,8/13/2015,Cyprodinil,,
TP,3,8/13/2015,Triadimefon,,
TP,3,8/13/2015,Chlorothalonil,,
TP,3,8/13/2015,Diphenylamine,,
TP,3,8/13/2015,Fipronil,,
TP,3,8/13/2015,Myclobutanil,0.2,
TP,3,8/13/2015,Oxyfluorfen,,
TP,3,8/13/2015,Bifenthrin,,
TP,3,8/13/2015,Fludioxonil,,
TP,3,8/13/2015,Endosulfan sulfate,,
TP,3,8/13/2015,Ethalfluralin,,
TP,3,8/13/2015,Pendimethalin,,
TP,3,8/13/2015,Benfluralin,,
TP,3,8/13/2015,Diazinon,,
TP,3,8/13/2015,Malathion,,
TP,3,8/13/2015,Oxadiazon,,
TP,3,8/13/2015,Piperonyl butoxide,,
TP,3,8/13/2015,Propyzamide,,
TP,3,8/13/2015,THPI (Tetrahydrophthalimide),,
TP,3,9/17/2015,Metolachlor,1.39,
TP,3,9/17/2015,Tebuconazole,0.28,
TP,3,9/17/2015,2-Phenylphenol,,
TP,3,9/17/2015,Flutolanil,,
TP,3,9/17/2015,Biphenyl,,
TP,3,9/17/2015,Atrazine,,
TP,3,9/17/2015,Metalaxyl,0.23,
TP,3,9/17/2015,Acetochlor,,
TP,3,9/17/2015,Alachlor,0.08,
TP,3,9/17/2015,Anthraquione,,
TP,3,9/17/2015,Endosulfan Lactone,0.29,
TP,3,9/17/2015,DEA,,
TP,3,9/17/2015,Endosulfan ether,0.02,
TP,3,9/17/2015,Cyprodinil,,
TP,3,9/17/2015,Triadimefon,,
TP,3,9/17/2015,Chlorothalonil,,
TP,3,9/17/2015,Diphenylamine,,
TP,3,9/17/2015,Fipronil,,
TP,3,9/17/2015,Myclobutanil,0.2,
TP,3,9/17/2015,Oxyfluorfen,,
TP,3,9/17/2015,Bifenthrin,,
TP,3,9/17/2015,Fludioxonil,,
TP,3,9/17/2015,Endosulfan sulfate,,
TP,3,9/17/2015,Ethalfluralin,,
TP,3,9/17/2015,Pendimethalin,,
TP,3,9/17/2015,Benfluralin,,
TP,3,9/17/2015,Diazinon,,
TP,3,9/17/2015,Malathion,,
TP,3,9/17/2015,Oxadiazon,,
TP,3,9/17/2015,Piperonyl butoxide,,
TP,3,9/17/2015,Propyzamide,,
TP,3,9/17/2015,THPI (Tetrahydrophthalimide),,
TP,3,10/8/2015,Metolachlor,0.15,
TP,3,10/8/2015,Tebuconazole,0.25,
TP,3,10/8/2015,2-Phenylphenol,0.17,
TP,3,10/8/2015,Flutolanil,,
TP,3,10/8/2015,Biphenyl,,
TP,3,10/8/2015,Atrazine,,
TP,3,10/8/2015,Metalaxyl,0.22,
TP,3,10/8/2015,Acetochlor,,
TP,3,10/8/2015,Alachlor,0.03,
TP,3,10/8/2015,Anthraquione,,
TP,3,10/8/2015,Endosulfan Lactone,0.24,
TP,3,10/8/2015,DEA,,
TP,3,10/8/2015,Endosulfan ether,0.02,
TP,3,10/8/2015,Cyprodinil,,
TP,3,10/8/2015,Triadimefon,,
TP,3,10/8/2015,Chlorothalonil,,
TP,3,10/8/2015,Diphenylamine,,
TP,3,10/8/2015,Fipronil,,
TP,3,10/8/2015,Myclobutanil,,
TP,3,10/8/2015,Oxyfluorfen,,
TP,3,10/8/2015,Bifenthrin,,
TP,3,10/8/2015,Fludioxonil,,
TP,3,10/8/2015,Endosulfan sulfate,,
TP,3,10/8/2015,Ethalfluralin,,
TP,3,10/8/2015,Pendimethalin,,
TP,3,10/8/2015,Benfluralin,,
TP,3,10/8/2015,Diazinon,,
TP,3,10/8/2015,Malathion,,
TP,3,10/8/2015,Oxadiazon,,
TP,3,10/8/2015,Piperonyl butoxide,,
TP,3,10/8/2015,Propyzamide,,
TP,3,10/8/2015,THPI (Tetrahydrophthalimide),,
TP,3,11/8/2015,Metolachlor,0.52,
TP,3,11/8/2015,Tebuconazole,0.26,
TP,3,11/8/2015,2-Phenylphenol,,
TP,3,11/8/2015,Flutolanil,,
TP,3,11/8/2015,Biphenyl,,
TP,3,11/8/2015,Atrazine,,
TP,3,11/8/2015,Metalaxyl,,
TP,3,11/8/2015,Acetochlor,,
TP,3,11/8/2015,Alachlor,,
TP,3,11/8/2015,Anthraquione,,
TP,3,11/8/2015,Endosulfan Lactone,0.29,
TP,3,11/8/2015,DEA,,
TP,3,11/8/2015,Endosulfan ether,,
TP,3,11/8/2015,Cyprodinil,0.25,
TP,3,11/8/2015,Triadimefon,,
TP,3,11/8/2015,Chlorothalonil,,
TP,3,11/8/2015,Diphenylamine,,
TP,3,11/8/2015,Fipronil,,
TP,3,11/8/2015,Myclobutanil,,
TP,3,11/8/2015,Oxyfluorfen,,
TP,3,11/8/2015,Bifenthrin,,
TP,3,11/8/2015,Fludioxonil,,
TP,3,11/8/2015,Endosulfan sulfate,,
TP,3,11/8/2015,Ethalfluralin,,
TP,3,11/8/2015,Pendimethalin,,
TP,3,11/8/2015,Benfluralin,,
TP,3,11/8/2015,Diazinon,,
TP,3,11/8/2015,Malathion,,
TP,3,11/8/2015,Oxadiazon,,
TP,3,11/8/2015,Piperonyl butoxide,,
TP,3,11/8/2015,Propyzamide,,
TP,3,11/8/2015,THPI (Tetrahydrophthalimide),,
TP,3,12/17/2015,Metolachlor,0.44,
TP,3,12/17/2015,Tebuconazole,,
TP,3,12/17/2015,2-Phenylphenol,0.17,
TP,3,12/17/2015,Flutolanil,,
TP,3,12/17/2015,Biphenyl,,
TP,3,12/17/2015,Atrazine,,
TP,3,12/17/2015,Metalaxyl,,
TP,3,12/17/2015,Acetochlor,,
TP,3,12/17/2015,Alachlor,,
TP,3,12/17/2015,Anthraquione,,
TP,3,12/17/2015,Endosulfan Lactone,,
TP,3,12/17/2015,DEA,,
TP,3,12/17/2015,Endosulfan ether,,
TP,3,12/17/2015,Cyprodinil,,
TP,3,12/17/2015,Triadimefon,,
TP,3,12/17/2015,Chlorothalonil,,
TP,3,12/17/2015,Diphenylamine,,
TP,3,12/17/2015,Fipronil,,
TP,3,12/17/2015,Myclobutanil,,
TP,3,12/17/2015,Oxyfluorfen,0.35,
TP,3,12/17/2015,Bifenthrin,0.14,
TP,3,12/17/2015,Fludioxonil,,
TP,3,12/17/2015,Endosulfan sulfate,,
TP,3,12/17/2015,Ethalfluralin,0.74,
TP,3,12/17/2015,Pendimethalin,,
TP,3,12/17/2015,Benfluralin,0.11,
TP,3,12/17/2015,Diazinon,,
TP,3,12/17/2015,Malathion,,
TP,3,12/17/2015,Oxadiazon,,
TP,3,12/17/2015,Piperonyl butoxide,,
TP,3,12/17/2015,Propyzamide,,
TP,3,12/17/2015,THPI (Tetrahydrophthalimide),,
TP,3,1/17/2016,Metolachlor,0.17,
TP,3,1/17/2016,Tebuconazole,,
TP,3,1/17/2016,2-Phenylphenol,0.16,
TP,3,1/17/2016,Flutolanil,,
TP,3,1/17/2016,Biphenyl,,
TP,3,1/17/2016,Atrazine,,
TP,3,1/17/2016,Metalaxyl,0.19,
TP,3,1/17/2016,Acetochlor,,
TP,3,1/17/2016,Alachlor,,
TP,3,1/17/2016,Anthraquione,,
TP,3,1/17/2016,Endosulfan Lactone,,
TP,3,1/17/2016,DEA,,
TP,3,1/17/2016,Endosulfan ether,,
TP,3,1/17/2016,Cyprodinil,,
TP,3,1/17/2016,Triadimefon,,
TP,3,1/17/2016,Chlorothalonil,,
TP,3,1/17/2016,Diphenylamine,,
TP,3,1/17/2016,Fipronil,,
TP,3,1/17/2016,Myclobutanil,,
TP,3,1/17/2016,Oxyfluorfen,,
TP,3,1/17/2016,Bifenthrin,,
TP,3,1/17/2016,Fludioxonil,,
TP,3,1/17/2016,Endosulfan sulfate,,
TP,3,1/17/2016,Ethalfluralin,,
TP,3,1/17/2016,Pendimethalin,,
TP,3,1/17/2016,Benfluralin,,
TP,3,1/17/2016,Diazinon,,
TP,3,1/17/2016,Malathion,,
TP,3,1/17/2016,Oxadiazon,,
TP,3,1/17/2016,Piperonyl butoxide,,
TP,3,1/17/2016,Propyzamide,,
TP,3,1/17/2016,THPI (Tetrahydrophthalimide),,
TP,4,2/1/2015,Metolachlor,0.12,
TP,4,2/1/2015,Tebuconazole,0.23,
TP,4,2/1/2015,2-Phenylphenol,,
TP,4,2/1/2015,Flutolanil,,
TP,4,2/1/2015,Biphenyl,,
TP,4,2/1/2015,Atrazine,,
TP,4,2/1/2015,Metalaxyl,,
TP,4,2/1/2015,Acetochlor,,
TP,4,2/1/2015,Alachlor,,
TP,4,2/1/2015,Anthraquione,,
TP,4,2/1/2015,Endosulfan Lactone,,
TP,4,2/1/2015,DEA,,
TP,4,2/1/2015,Endosulfan ether,,
TP,4,2/1/2015,Cyprodinil,,
TP,4,2/1/2015,Triadimefon,0.16,
TP,4,2/1/2015,Chlorothalonil,,
TP,4,2/1/2015,Diphenylamine,,
TP,4,2/1/2015,Fipronil,,
TP,4,2/1/2015,Myclobutanil,,
TP,4,2/1/2015,Oxyfluorfen,,
TP,4,2/1/2015,Bifenthrin,,
TP,4,2/1/2015,Fludioxonil,,
TP,4,2/1/2015,Endosulfan sulfate,,
TP,4,2/1/2015,Ethalfluralin,,
TP,4,2/1/2015,Pendimethalin,,
TP,4,2/1/2015,Benfluralin,,
TP,4,2/1/2015,Diazinon,,
TP,4,2/1/2015,Malathion,,
TP,4,2/1/2015,Oxadiazon,,
TP,4,2/1/2015,Piperonyl butoxide,,
TP,4,2/1/2015,Propyzamide,,
TP,4,2/1/2015,THPI (Tetrahydrophthalimide),,
TP,4,3/15/2015,Metolachlor,0.18,
TP,4,3/15/2015,Tebuconazole,0.26,
TP,4,3/15/2015,2-Phenylphenol,,
TP,4,3/15/2015,Flutolanil,,
TP,4,3/15/2015,Biphenyl,,
TP,4,3/15/2015,Atrazine,,
TP,4,3/15/2015,Metalaxyl,,
TP,4,3/15/2015,Acetochlor,,
TP,4,3/15/2015,Alachlor,,
TP,4,3/15/2015,Anthraquione,,
TP,4,3/15/2015,Endosulfan Lactone,0.25,
TP,4,3/15/2015,DEA,,
TP,4,3/15/2015,Endosulfan ether,,
TP,4,3/15/2015,Cyprodinil,,
TP,4,3/15/2015,Triadimefon,,
TP,4,3/15/2015,Chlorothalonil,,
TP,4,3/15/2015,Diphenylamine,,
TP,4,3/15/2015,Fipronil,,
TP,4,3/15/2015,Myclobutanil,,
TP,4,3/15/2015,Oxyfluorfen,,
TP,4,3/15/2015,Bifenthrin,,
TP,4,3/15/2015,Fludioxonil,,
TP,4,3/15/2015,Endosulfan sulfate,,
TP,4,3/15/2015,Ethalfluralin,,
TP,4,3/15/2015,Pendimethalin,,
TP,4,3/15/2015,Benfluralin,,
TP,4,3/15/2015,Diazinon,,
TP,4,3/15/2015,Malathion,,
TP,4,3/15/2015,Oxadiazon,,
TP,4,3/15/2015,Piperonyl butoxide,,
TP,4,3/15/2015,Propyzamide,,
TP,4,3/15/2015,THPI (Tetrahydrophthalimide),,
TP,4,4/12/2015,Metolachlor,0.36,
TP,4,4/12/2015,Tebuconazole,0.31,
TP,4,4/12/2015,2-Phenylphenol,,
TP,4,4/12/2015,Flutolanil,,
TP,4,4/12/2015,Biphenyl,,
TP,4,4/12/2015,Atrazine,,
TP,4,4/12/2015,Metalaxyl,,
TP,4,4/12/2015,Acetochlor,,
TP,4,4/12/2015,Alachlor,,
TP,4,4/12/2015,Anthraquione,,
TP,4,4/12/2015,Endosulfan Lactone,0.3,
TP,4,4/12/2015,DEA,,
TP,4,4/12/2015,Endosulfan ether,,
TP,4,4/12/2015,Cyprodinil,,
TP,4,4/12/2015,Triadimefon,,
TP,4,4/12/2015,Chlorothalonil,,
TP,4,4/12/2015,Diphenylamine,,
TP,4,4/12/2015,Fipronil,,
TP,4,4/12/2015,Myclobutanil,,
TP,4,4/12/2015,Oxyfluorfen,,
TP,4,4/12/2015,Bifenthrin,,
TP,4,4/12/2015,Fludioxonil,,
TP,4,4/12/2015,Endosulfan sulfate,,
TP,4,4/12/2015,Ethalfluralin,,
TP,4,4/12/2015,Pendimethalin,,
TP,4,4/12/2015,Benfluralin,,
TP,4,4/12/2015,Diazinon,,
TP,4,4/12/2015,Malathion,,
TP,4,4/12/2015,Oxadiazon,,
TP,4,4/12/2015,Piperonyl butoxide,,
TP,4,4/12/2015,Propyzamide,,
TP,4,4/12/2015,THPI (Tetrahydrophthalimide),,
TP,4,5/22/2015,Metolachlor,0.3,
TP,4,5/22/2015,Tebuconazole,0.24,
